living_type,city,name,link,image_front,preferred_gender,primitive_location,location,rent_per_month,security_deposit,total_beds_in_pg,images_links,description,amenities,details
pg/co-living,Delhi.html,RSMDMDL1036 Girls PG ,https://www.roomsoom.com/pg-near-Mukherjee-nagar-in-Delhi-463,https://www.roomsoom.com/public/image-2020/property-image/463/1.jpeg,girls,"in Mukherjee nagar, Delhi ","Address : A-201 , Mukherjee nagar , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/463/1.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/463/2.jpeg']","['Double Sharing  7,000 / Bed,Triple Sharing  6,000 / Bed,Four Sharing  5,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Are you looking for a Girls PG in Mukherjee Nagar, Delhi? This house is an affordable place for students and working professionals. It comes equipped with all the facilities offered in a co-living space.Fully-furnished rooms with air conditioners, Wi-Fi, RO water, washing machine, daily housekeeping are some of the perks of living in this accommodation. They are inclusive of the rent so you don’t worry about going over and above your budget.The rooms are available in double, triple, and four occupancies. Move-in to this place to live a comfortable and hassle-free life ahead.Your New NeighborhoodCommute: Guru Tegh Bahadur Nagar Metro Station- 800mCorporate:  Oriental Bank Of Commerce-1.0kmInstitutes: Institute of Anatomy-2.7km Reiki Institute-350mLifestyle:-  Aggarwal Plaza-500mThe Multibrand Store-210m "
pg/co-living,Delhi.html,RSMDMDL1035 Boys PG ,https://www.roomsoom.com/pg-near-Vasant-Kunj--in-Delhi-464,https://www.roomsoom.com/public/image-2020/property-image/464/101.jpeg,boys,"in Vasant Kunj , Delhi ","Address : J-30 , Vasant Kunj  , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/464/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/464/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/464/103.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Looking for a Boys PG in Vasant Kunj, Delhi? Look no further. This property is a perfect place for you to stay on rent for as long as you want. It is located in an ideal location of Delhi which is a high demand area.Facilities like daily housekeeping, Wi-Fi, RO water, microwave, kitchen, washing machine, and more are available for the residents. Living here would be utmost comfortable for you.The rooms are available in double and triple occupancy. If you want stay with ease and comfort in a PG, move-in to this place.Your New NeighborhoodCommute:Chhattarpur metro Station- 2kmCorporate:   Corporate Infotech Pvt. Ltd.-20.1km.Institutes: National Institute of TB and Respiratory Diseases- 2.4km.Lifestyle:Fortis Hospital- 500m.Vasant Square Mall - 2km."
pg/co-living,Delhi.html,RSMDMDL1052 Girls PG ,https://www.roomsoom.com/pg-near-Patel-Nagar-in-Delhi-484,https://www.roomsoom.com/public/image-2020/property-image/484/1.jpeg,girls,"in Patel Nagar, Delhi ","Address : J-42 , Patel Nagar , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/484/1.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/484/2.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you need a Girls PG in Patel Nagar, Delhi, then check out this house available on rent. It is the most convenient place for girls to stay free without any interference. The house provides all the facilities and conveniences that are offered in a PG. It is equipped with premium facilities like regular housekeeping, high-speed Wi-Fi, RO water, refrigerator, AC, microwave, kitchen, washing machine, and more. All of these are provided without any extra charges over the monthly rent.The rooms are available in double, triple, and four sharing. Privacy is assured for the residents. CCTV cameras are there in and around the surroundings to assure the safety of the girls.Your New NeighborhoodCommute: Patel Nagar Metro Station-600m.Uttam Singh Narula Marg Depo-900m                                                                                                   Corporate: Cholamandalam MS General Insurance Company Limited-1.2km.ICICI Bank Videocon Tower, New Delhi - Branch & ATM -2.1km.Institutes:Gyan Devi salvan public school  550m.New American Institute-3.2km.Janki Devi Memorial College -750m.Lifestyle: Usha library 140m away.Karol Bagh Market-900m."
pg/co-living,Delhi.html,RSMDMDL1034 Girls PG ,https://www.roomsoom.com/pg-near-Malviya-Nagar-in-Delhi-486,https://www.roomsoom.com/public/image-2020/property-image/486/101.jpeg,girls,"in Malviya Nagar, Delhi ","Address : F-5 , Malviya Nagar , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/486/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/486/102.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/486/103.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/486/104.jpeg']","['Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Need a Girls PG in Malviya Nagar, Delhi? Try this property available for all students and professionals who are in look out for a comfortable place to stay. The PG is equipped with several rooms that are offered on rent on single and sharing basis.Facilities such as Wi-Fi, refrigerator, kitchen, daily housekeeping, microwave, washing machine, RO water, and more are provided without any extra charges above the rent. The rent is extremely affordable and won’t hit you hard.The rooms are available in single and triple sharing. Residents can live in this property easily for as long as required.Your New NeighborhoodCommute: Malviya Nagar metro station 950m Malviya Nagar Terminal-450m                                                                   Corporate:   Corporate Infotech Pvt. Ltd.-20.1kmCorporate Diagnostic Centre-5.4km     Institutes: National Institute of TB and Respiratory Diseases- 2.4kmInstitute of Secretariat Training and Management 4.3kmLifestyle: Sunil hospital -270m     Malviya Nagar E block park -200M,Samsung Smart Plaza -100mPt. Madan Mohan Malaviya Hospital-550m"
pg/co-living,Delhi.html,RSMDMDL1033 Boys PG ,https://www.roomsoom.com/pg-near-Dwarka-Sector-9-in-Delhi-487,https://www.roomsoom.com/public/image-2020/property-image/487/3.jpeg,boys,"in Dwarka Sector 9, Delhi ","Address : A-25 , Dwarka Sector 9 , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/487/3.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/4.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/5.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/6.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/7.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/8.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/9.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/10.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/11.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/12.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/13.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/14.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/487/15.jpeg']","['Double Sharing  9,000 / Bed,Triple Sharing  8,000 / Bed,Four Sharing  7,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","If you need a Boys PG in Dwarka Sector 9, Delhi, this property is available. You can expect to have a comfortable and hassle-free stay here. The rooms of this house are well-maintained with daily housekeeping services.Premium furnishings are provided along with facilities like Wi-Fi, washing machine, RO water, housekeeping and maintenance, and much more.The rooms are available in single and triple sharing. Residents can live at this property easily. The rent is extremely affordable and is inclusive of the facilities.Your New Neighborhood Commute: Palam Metro Station- 1km Corporate:WebReinvent Technologies Pvt. Ltd - 1.5kmInstitutes: ABHI Institute Of Hotel Management- 500m Lifestyle: Vardhaman Star City Mall Sec 7- 700mVishal Mega Mart- 450m"
pg/co-living,Delhi.html,RSMDMDL1032 Boys PG ,https://www.roomsoom.com/pg-near-Mayur-vihar-pocket-4-in-Delhi-498,https://www.roomsoom.com/public/image-2020/property-image/498/101.jpeg,boys,"in Mayur vihar pocket 4, Delhi ","Address : G-22 , Mayur vihar pocket 4 , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/498/101.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/498/102.jpeg']","['Double Sharing  7,000 / Bed,Triple Sharing  6,000 / Bed,Four Sharing  5,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Enjoy a life of comfort while living in this Boys PG in Mayur Vihar Pocket 4, Delhi. This property is the best choice for people who are looking for a comfortable accommodation in the Mayur Vihar area of Delhi.The rooms are available in double and triple sharing. You can choose to opt for any of these two as per your convenience and budget.House residents are free to call each other into their rooms and spend time together while playing games or binge-watching Netflix and Prime Video.Your New Neighborhood Commute:- Mayur Vihar-1 Metro Station -400m. Corporates:- Info Edge India Limited -4.0Km,Armstrong International Private Limited -1.1Km. Institutes:-ASN International school -200m,Premchand Rajkiya Sarvodaya Bal Vidyalaya -1.2Km. Lifestyle:- Durbar -97m.Sharma Market -4.0Km."
pg/co-living,Delhi.html,RSMDMDL1031 Boys PG ,https://www.roomsoom.com/pg-near-near-Netaji-Subhash-place-in-Delhi-500,https://www.roomsoom.com/public/image-2020/property-image/500/1.jpeg,boys,"in near Netaji Subhash place, Delhi ","Address : B-40 , near Netaji Subhash place , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,['https://www.roomsoom.com/public/image-2020/property-image/500/1.jpeg'],"['Double Sharing  9,000 / Bed,Triple Sharing  8,000 / Bed,Four Sharing  7,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This Boys PG in Netaji Subhash Place, Delhi is all that you need if you are looking for an ideal place to stay. The property is apt for all who are looking for a budget-friendly place. It provides all the facilities offered in a PG. Rooms are equipped with AC to assure your comfort.Besides this Wi-Fi, refrigerator, kitchen, daily housekeeping, microwave, washing machine are some of the common facilities that you can enjoy while living at this property. The rooms are available in single, double, and triple sharing.Residents can live at this property easily. The rent is extremely affordable and is inclusive of the facilities.Your New Neighborhood Commute: Pitam Pura metro station -2.4KM   Corporate: SWASTIK POLYVINYLS PVT. LTD. -2.0Km.                                                                           Institutes: Apsmind Technology | Best Learning & Training Institute -300MINSTITUTE OF PUBLIC HEALTH & HYGIENE  BEST PARAMEDICAL COLLEGETOP NURSING COLLEGE-23KM                                                                                         Lifestyle: pp park 150m."
pg/co-living,Delhi.html,RSMDMDL1030 Boys PG ,https://www.roomsoom.com/pg-near-Pratap-Nager-Delhi--in-Delhi-519,https://www.roomsoom.com/public/image-2020/property-image/519/1.jpeg,"boys,all","in Pratap Nager Delhi , Delhi ","Address : E-77 , Pratap Nager Delhi  , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,['https://www.roomsoom.com/public/image-2020/property-image/519/1.jpeg'],"['Single Sharing  15,000 / Bed,Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed,Four Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Located at a convenient place, this Boys PG in Pratap Nagar, Delhi is all that you need if you are looking for an ideal place to stay in the city of Delhi. The property is affordable for students and professionals who have migrated to Delhi for their job or studies.The property is equipped with all the conveniences offered in a PG. Spacious rooms are there available with ACs installed to assure your comfort.Also, high speed Wi-Fi, refrigerator, kitchen, microwave, washing machine, daily housekeeping are some of the common facilities that you can enjoy while living at this property.Your New NeighborhoodCommute:- Mayur Vihar-1 Metro Station -400m. Corporates:- Info Edge India Limited -4.0Km,Armstrong International Private Limited -1.1Km. Institutes:-ASN International school -200m,Premchand Rajkiya Sarvodaya Bal Vidyalaya -1.2Km. Lifestyle :- Durbar -97m ,Sharma Market -4.0Km, "
pg/co-living,Delhi.html,RSMDEL1058 Girls PG,https://www.roomsoom.com/pg-near-Old-Rajinder-Nagar-in-Delhi-529,https://www.roomsoom.com/public/image-2020/property-image/529/1.jpeg,girls,"in Old Rajinder Nagar, Delhi ","Address : 12/17 , Old Rajinder Nagar , Delhi ","₹ 5,500/",1 Month Rent, Total Beds : 50,['https://www.roomsoom.com/public/image-2020/property-image/529/1.jpeg'],"['Double Sharing  7,500 / Bed,Triple Sharing  6,500 / Bed,Four Sharing  5,500 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","Looking for a perfect and well-maintained Girls PG in Old Rajinder Nagar, Delhi? Look no further. This property is apt for students and working professionals who are living away from their homes in the capital city due to different reasons. This accommodation is one of the most convenient places to reside in due to its proximity to institutes, coaching centers, offices, etc.The rooms are available in double and triple occupancy only. Residents can choose out of the available rooms easily. Privacy is assured even in shared rooms.With CCTV cameras guarding the accommodation 24*7, the safety of the girls will never be hampered. We take good care of ensuring the comfort of our house residents without interfering in their privacy. If you like the idea of living here, hurry and get your bookings done now.Your New NeighborhoodCommute: Karol Bagh Metro Station-800m.     Uttam Singh Narula Marg Depo-900m.Corporate:Cholamandalam MS General Insurance Company Limited-1.2km.ICICI Bank Videocon Tower, New Delhi - Branch & ATM -2.1km.Institutes:Gyan Devi salvan public school  550m.New American Institute-3.2km.Janki Devi Memorial College -750m.Lifestyle:Usha library -140m.Chetak ark -1000m.Karol Bagh Market-900m."
pg/co-living,Delhi.html,RSM BOYSPG762 MUKHNGR,https://www.roomsoom.com/pg-near-Mukharji-Nagar--in-Delhi-762,https://www.roomsoom.com/public/image-2020/property-image/762/1_1606393277.jpeg,boys,"in Mukharji Nagar , Delhi ","Address : #35 , Mukharji Nagar  , Delhi ","₹ 6,000/",1 Month Rent, Total Beds : 15,"['https://www.roomsoom.com/public/image-2020/property-image/762/1_1606393277.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/762/2_1606393277.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/762/3_1606393277.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/762/4_1606393277.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/762/5_1606393277.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/762/6_1606393277.jpeg']","['Single Sharing  10,000 / Bed,Double Sharing  8,000 / Bed,Triple Sharing  6,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This property offered by Roomsoom is an ideal choice for you to stay comfortably while you are living away from your home. The monthly rent is extremely affordable which makes it a suitable choice especially for students and young working professionals. The rooms are very clean and well-maintained. Hygiene and sanitization are properly taken care of by their staff amidst the fear of COVID-19. Frequently touched areas are disinfected from time to time to ensure maximum safety of the residents.The property contains spacious rooms that are completely furnished equipped with quality services like fast and boundless Wi-Fi. You also get daily housekeeping services which is inclusive of the rent. So, you can live a hassle-free life here without any doubt. Another benefit of living in this property is its vicinity to the daily necessities like grocery stores, chemist shops, ATMs, and so on. You can get them easily nearby to the house. The rooms are available in single and sharing. "
pg/co-living,Delhi.html,RSM PG762 LJPTNGR,https://www.roomsoom.com/pg-near-Lajpat-Nagar--in-Delhi-763,https://www.roomsoom.com/public/image-2020/property-image/763/1_1606393440.jpeg,"girls,boys","in Lajpat Nagar , Delhi ","Address : o11 Katurba Niketan  , Lajpat Nagar  , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 15,"['https://www.roomsoom.com/public/image-2020/property-image/763/1_1606393440.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/763/2_1606393440.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/763/3_1606393440.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/763/4_1606393440.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/763/5_1606393440.jpeg']","['Single Sharing  10,000 / Bed,Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Hot Water', 'Park Nearby', 'Gym nearby']","This property offered by Roomsoom is an ideal choice for you to stay comfortably while you are living away from your home. The monthly rent is extremely affordable which makes it a suitable choice especially for students and young working professionals.  The rooms are very clean and well-maintained. Hygiene and sanitization are properly taken care of by their staff amidst the fear of COVID-19. Frequently touched areas are disinfected from time to time to ensure maximum safety of the residents. The property contains spacious rooms that are completely furnished equipped with quality services like fast and boundless Wi-Fi. You also get daily housekeeping services which is inclusive of the rent. So, you can live a hassle-free life here without any doubt.  Another benefit of living in this property is its vicinity to the daily necessities like grocery stores, chemist shops, ATMs, and so on. You can get them easily nearby to the house. The rooms are available in single and sharing."
pg/co-living,Delhi.html,RSMTDEL,https://www.roomsoom.com/pg-near-new-ashok-nagar-in-Delhi-770,https://www.roomsoom.com/public/image-2020/property-image/770/1_1615796799.jpeg,girls,"in new ashok nagar, Delhi ","Address : B -101 , new ashok nagar , Delhi ","₹ 7,000/",1 Month Rent, Total Beds : 50,"['https://www.roomsoom.com/public/image-2020/property-image/770/1_1615796799.jpeg', 'https://www.roomsoom.com/public/image-2020/property-image/770/2_1615796799.jpeg']","['Single Sharing  10,000 / Bed,Double Sharing  8,000 / Bed,Triple Sharing  7,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'TV', 'Refrigerator', 'AC/Cooler', 'Sofa', 'Table', 'Chair', 'CCTV', 'Power Backup', 'Washing Machine', 'RO-Water', 'Utensils', 'Gas Cylinder', 'Stove', 'Cutlery', 'Kitchen Set', 'Bucket', 'Mug', 'Mirror', 'Park Nearby', 'Gym nearby']","The best part of livingin this property is its proximity to the essential services required by all in everyday life. All basic items like vegetables, groceries, medicines are available nearby easily. Residents don’t need to hassle and travel to far distances for anything."
pg/co-living,Delhi.html,RSMTDEL1029,https://www.roomsoom.com/pg-near-Malviya-nagar-in-Delhi-771,https://www.roomsoom.com/public/image-2020/property-image/771/1_1615807319.png,girls,"in Malviya nagar, Delhi ","Address : K-12, Khirki Extension, Near Khan Juice Corner , Malviya Nagar, New Delhi, Delhi 110017 , Malviya nagar , Delhi ","₹ 9,800/",1 Month Rent, Total Beds : 18,"['https://www.roomsoom.com/public/image-2020/property-image/771/1_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/2_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/3_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/4_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/5_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/6_1615807319.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/771/7_1615807319.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/771/8_1615807319.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/771/9_1615807319.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/771/10_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/11_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/12_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/13_1615807319.png', 'https://www.roomsoom.com/public/image-2020/property-image/771/14_1615807319.png']","['Double Sharing  9,800 / Bed,Single Sharing  13,500 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'TV', 'Cable', 'AC', 'Curtain', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'Washing Machine', 'Park Nearby', 'Gym nearby']","This PG is perfect for Girls who need spotless, sterile, and safe condition, it is furnished with every single important office and hard work supplier to orchestrate necessity available to come back to work. The property offers you the best services at affordable prices. From fully-furnished rooms to magnificent facilities, you get it all here and that too within your budget. This PG has enormous rooms, separate beds with agreeable sleeping pads, isolated and open almirahs, Food, control fortification, broad halting, RO water, 24 hours medicare workplaces."
pg/co-living,Delhi.html,RSMTDEL1030,https://www.roomsoom.com/pg-near-saket-in-Delhi-772,https://www.roomsoom.com/public/image-2020/property-image/772/1_1615811458.jpg,"girls,boys","in saket, Delhi ","Address : NA , saket , Delhi ","₹ 8,500/",1 Month Rent, Total Beds : 100,"['https://www.roomsoom.com/public/image-2020/property-image/772/1_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/2_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/3_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/4_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/5_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/6_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/7_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/8_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/9_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/10_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/11_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/12_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/13_1615811458.jpg', 'https://www.roomsoom.com/public/image-2020/property-image/772/14_1615811458.jpg']","['Double Sharing  8,500 / Bed,Single Sharing  13,000 / Bed']","['Bed', 'Mattress', 'Pillow & Cover', 'Bed Sheet', 'Cable', 'AC', 'Almirah', 'Table', 'Chair', 'Fan', 'Light', 'Park Nearby', 'Gym nearby']","This is a Unisex PG in saket area.It is a well-maintained building containing spacious rooms available on rent. The rooms are equipped with premium furnishings. As a resident, you will get a high-speed Wi-Fi connection while living with which you can do hours of binge-watching on the Internet.Basic facilities such as RO water, washing machine, AC, WiFi, House keeping services etc are provided for the comfort of residents. In the kitchen, you can prepare good food for yourself whenever you like and you can wash your clothes easily using the washing machine. "
